,content,date
434,Wedbush将Abercrombie&Fitch评级从中性上调至强于大盘,2020-03-11
435,B. Riley FBR将Radian Group评级维持在中性,2020-03-11
436,B. Riley FBR将保德信金融集团评级维持在中性,2020-03-11
437,B. Riley FBR将Progressive评级从买进下调至中性,2020-03-11
438,Wedbush将Burlington Stores评级从中性上调至强于大盘,2020-03-11
439,B. Riley FBR将NMI Holdings评级维持在买进,2020-03-11
440,Wedbush将American Eagle Outfitters评级从中性上调至强于大盘,2020-03-11
441,B. Riley FBR将National General评级维持在买进,2020-03-11
442,B. Riley FBR将Newmont Goldcorp评级维持在买进,2020-03-11
443,B. Riley FBR将MGIC Invest评级维持在买进,2020-03-11
444,B. Riley FBR将林肯国民集团评级维持在中性,2020-03-11
445,Raymond James将PetIQ评级维持在强于大盘,2020-03-11
446,Raymond James将ChemoCentryx评级维持在强烈建议买进,2020-03-11
447,B. Riley FBR将GP Strategies评级维持在买进,2020-03-11
448,Raymond James将WideOpenWest评级从强于大盘下调至与大盘一致,2020-03-11
449,B. Riley FBR将Forum Energy Technologies评级从中性下调至卖出,2020-03-11
450,B. Riley FBR将CNO Financial评级从买进下调至中性,2020-03-11
451,B. Riley FBR将Colony Capital评级维持在买进,2020-03-11
452,B. Riley FBR将Colony Credit Real Estate评级维持在买进,2020-03-11
453,B. Riley FBR将American Equity评级维持在中性,2020-03-11
454,富国银行将财捷集团评级从中性上调至增持,2020-03-11
455,瑞士信贷将Unum Group评级从弱于大盘上调至中性,2020-03-11
456,富国银行将American States Water评级从减持上调至中性,2020-03-11
457,Stifel将Parsons评级从持有上调至买进,2020-03-11
458,B of A Securities将Kinder Morgan评级从中性上调至买进,2020-03-11
459,SunTrust Robinson Humphrey将Kratos评级从持有上调至买进,2020-03-11
460,Benchmark将Charter Communications评级从持有上调至买进,2020-03-11
461,Raymond James将Jack Henry&Associates评级从与大盘一致上调至强于大盘,2020-03-11
462,摩根大通将AutoNation评级从减持上调至中性,2020-03-11
463,Cantor Fitzgerald将Ra Medical Systems评级维持在中性,2020-03-11
464,Oppenheimer将SPX Corp初始评级定为强于大盘,2020-03-11
465,Stifel将Universal Forest Products初始评级定为买进,2020-03-11
466,Bernstein将Casey's General Stores初始评级定为与大盘一致,2020-03-11
467,摩根大通将Vivint Smart Home评级从中性下调至减持,2020-03-11
468,摩根大通将TTM Technologies评级从增持下调至中性,2020-03-11
469,B. Riley将Progressive评级从买进下调至中性,2020-03-11
470,B. Riley将CNO Financial评级从买进下调至中性,2020-03-11
471,B. Riley将WideOpenWest评级从买进下调至中性,2020-03-11
472,花旗集团将中国石油股份评级从买进下调至卖出,2020-03-11
473,花旗集团将中国海洋石油评级从买进下调至中性,2020-03-11
474,Evercore ISI Group将NexTier Oilfield评级从强于大盘下调至与大盘一致,2020-03-11
475,Evercore ISI Group将Basic Energy Servs评级从强于大盘下调至与大盘一致,2020-03-11
476,摩根大通将Treehouse Foods评级从中性上调至增持,2020-03-11
477,KeyBanc将Vail Resorts评级维持在增持,2020-03-11
478,* 交银国际将安踏体育评级从中性上调至买进>2020.HK,2020-03-11
479,* 大和将携程集团评级从强于大盘下调至持有>TCOM,2020-03-11
480,* 花旗集团将中国石油股份评级从买进下调至卖出>0857.HK,2020-03-11
481,* 花旗投资研究将九龙仓集团评级从买进下调至中性>0004.HK,2020-03-11
482,MarketWatch∶极讯将高通初始评级定为买进 >QCOM,2020-03-11
483,Needham将Domo评级维持在买进,2020-03-11
484,CFRA将Vail Resorts评级维持在持有,2020-03-11
485,CFRA将Wayfair评级从持有下调至卖出,2020-03-11
486,H.C. Wainwright将Krystal Biotech评级维持在买进,2020-03-11
487,CFRA将Dick's Sporting Goods评级维持在买进,2020-03-11
488,大和资本将中国海洋石油评级从弱于大盘上调至中性,2020-03-11
489,DA Davidson将Ashford Hospitality评级从中性下调至弱于大盘,2020-03-11
490,Bernstein将华特迪士尼公司评级维持在与大盘一致,2020-03-10
491,Piper Sandler将Stitch Fix评级维持在中性,2020-03-10
492,Guggenheim将KAR Auction评级从卖出上调至中性,2020-03-10
493,Piper Sandler将星巴克评级维持在中性,2020-03-10
494,BTIG将Equity Residential评级从中性上调至买进,2020-03-10
495,DA Davidson将Braemar Hotels&Resorts评级从买进下调至中性,2020-03-10
496,DA Davidson将Hersha Hospitality评级从中性下调至弱于大盘,2020-03-10
497,Oppenheimer将Kala Pharmaceuticals评级维持在强于大盘,2020-03-10
498,Oppenheimer将WillScot评级维持在强于大盘,2020-03-10
499,SunTrust Robinson Humphrey将Vail Resorts评级维持在买进,2020-03-10
500,SunTrust Robinson Humphrey将Stitch Fix评级维持在买进,2020-03-10
501,SunTrust Robinson Humphrey将皇家加勒比游轮有限公司评级维持在买进,2020-03-10
502,SunTrust Robinson Humphrey将诺唯真游轮控股有限公司评级维持在买进,2020-03-10
503,SunTrust Robinson Humphrey将嘉年华评级维持在持有,2020-03-10
504,SunTrust Robinson Humphrey将缤客评级维持在买进,2020-03-10
505,H.C. Wainwright将巴拉德动力系统评级从中性上调至买进,2020-03-10
506,SunTrust Robinson Humphrey将Skyline Champion评级从买进下调至持有,2020-03-10
507,H.C. Wainwright将Plug Power评级维持在买进,2020-03-10
508,摩根士丹利将赛灵思评级维持在增持,2020-03-10
509,摩根士丹利将Verisk Analytics评级维持在增持,2020-03-10
510,摩根士丹利将德州仪器公司评级维持在中性,2020-03-10
511,摩根士丹利将思佳讯评级维持在中性,2020-03-10
512,摩根士丹利将Qorvo评级维持在中性,2020-03-10
513,摩根士丹利将安博评级维持在增持,2020-03-10
514,摩根士丹利将英特尔公司评级维持在增持,2020-03-10
515,Piper Sandler将Voya Financial评级维持在增持,2020-03-10
516,摩根士丹利将Gartner评级维持在中性,2020-03-10
517,Piper Sandler将保德信金融集团评级维持在增持,2020-03-10
518,摩根士丹利将EastGroup评级维持在中性,2020-03-10
519,摩根士丹利将Analog Devices评级维持在中性,2020-03-10
520,Piper Sandler将信安金融服务公司评级维持在增持,2020-03-10
521,Piper Sandler将大都会保险评级维持在中性,2020-03-10
522,Piper Sandler将Horace Mann Educators评级维持在增持,2020-03-10
523,摩根士丹利将安费诺集团评级维持在增持,2020-03-10
524,Piper Sandler将Brighthouse Financial评级维持在中性,2020-03-10
525,摩根士丹利将Algonquin Power评级从增持下调至中性,2020-03-10
526,Piper Sandler将Ameriprise评级维持在增持,2020-03-10
527,Sidoti&Co.将Quanex Building Products评级从中性上调至买进,2020-03-10
528,Piper Sandler将Aflac评级维持在增持,2020-03-10
529,Sidoti&Co.将Lydall评级从中性上调至买进,2020-03-10
530,Sidoti&Co.将CSG Systems评级从中性上调至买进,2020-03-10
531,Wedbush将Purple Innovation评级维持在强于大盘,2020-03-10
532,Wedbush将Kala Pharmaceuticals评级维持在强于大盘,2020-03-10
533,Stifel将国民油井华高评级维持在买进,2020-03-10
534,Wedbush将Comerica评级维持在中性,2020-03-10
535,Stifel将DMC Global评级维持在买进,2020-03-10
536,Stifel将Core Labs评级维持在持有,2020-03-10
537,Stifel将斯伦贝谢公司评级维持在买进,2020-03-10
538,Stifel将Stitch Fix评级维持在买进,2020-03-10
539,Stifel将联邦快递集团评级维持在持有,2020-03-10
540,Stifel将Arch Coal评级维持在持有,2020-03-10
541,贝雅将Varian Medical评级维持在强于大盘,2020-03-10
542,贝雅将Thor Industries评级维持在强于大盘,2020-03-10
543,贝雅将Stitch Fix评级维持在强于大盘,2020-03-10
544,贝雅将Gartner评级维持在强于大盘,2020-03-10
545,贝雅将Boot Barn Holdings评级维持在中性,2020-03-10
546,花旗集团将携程集团评级从买进下调至中性,2020-03-10
547,花旗集团将Molson Coors评级维持在买进,2020-03-10
548,花旗集团将伟创力国际评级维持在买进,2020-03-10
549,花旗集团将搜狐公司评级维持在中性,2020-03-10
550,花旗集团将Progyny评级维持在买进,2020-03-10
551,Susquehanna将Realogy Holdings评级从负面上调至中性,2020-03-10
552,Raymond James将Signature Bank评级维持在强烈建议买进,2020-03-10
553,Raymond James将ProPetro Holding评级从强烈建议买进下调至强于大盘,2020-03-10
554,Raymond James将Patterson-UTI评级从强烈建议买进下调至与大盘一致,2020-03-10
555,Raymond James将Oil States评级从强烈建议买进下调至与大盘一致,2020-03-10
556,高盛将嘉年华评级从买进下调至中性,2020-03-10
557,Raymond James将九城集团评级从强烈建议买进下调至与大盘一致,2020-03-10
558,富国银行将Oasis Petroleum评级从中性下调至减持,2020-03-10
559,瑞士信贷将Ulta Beauty评级维持在强于大盘,2020-03-10
560,瑞士信贷将缤客评级维持在强于大盘,2020-03-10
561,Needham将中国在线教育集团初始评级定为买进,2020-03-10
562,富国银行将Noble Energy评级从中性上调至增持,2020-03-10
563,H.C. Wainwright将TRACON Pharmaceuticals评级维持在买进,2020-03-10
564,H.C. Wainwright将Acceleron Pharma评级维持在买进,2020-03-10
565,H.C. Wainwright将electroCore初始评级定为买进,2020-03-10
566,H.C. Wainwright将Corvus Pharmaceuticals初始评级定为买进,2020-03-10
567,富国银行将SM Energy评级从中性上调至增持,2020-03-10
568,瑞银将纳威司达公司评级维持在中性,2020-03-10
569,瑞银将Varian Medical评级维持在买进,2020-03-10
570,富国银行将EOG Resources评级从增持下调至中性,2020-03-10
571,瑞银将美国宣伟涂料评级维持在中性,2020-03-10
572,瑞银将RPM International评级维持在买进,2020-03-10
573,瑞银将PPG工业公司评级维持在买进,2020-03-10
574,瑞银将伊士曼化工公司评级维持在买进,2020-03-10
575,Oppenheimer将Activision Blizzard评级从一致上调至强于大盘,2020-03-10
576,瑞银将艺康集团评级维持在中性,2020-03-10
577,瑞银将Dollar Tree评级维持在买进,2020-03-10
578,瑞银将杜邦公司评级维持在买进,2020-03-10
579,B. Riley FBR将Under Armour评级维持在卖出,2020-03-10
580,瑞银将塞拉尼斯评级维持在买进,2020-03-10
581,B. Riley FBR将Skechers评级维持在买进,2020-03-10
582,瑞银将Avery Dennison评级维持在买进,2020-03-10
583,B. Riley FBR将六旗娱乐有限公司评级维持在买进,2020-03-10
584,瑞银将亚什兰全球控股公司评级维持在买进,2020-03-10
585,瑞银将空气产品公司评级维持在中性,2020-03-10
586,瑞银将苹果公司评级维持在买进,2020-03-10
587,瑞银将缤客评级维持在中性,2020-03-10
588,B. Riley FBR将SeaWorld Entertainment评级维持在买进,2020-03-10
589,B. Riley FBR将Cedar Fair评级维持在中性,2020-03-10
590,B. Riley FBR将Comerica评级维持在中性,2020-03-10
591,B. Riley FBR将American Eagle Outfitters评级维持在买进,2020-03-10
592,花旗集团将美国银行评级维持在中性,2020-03-10
593,花旗集团将摩根大通摩根大通公司评级维持在中性,2020-03-10
594,摩根大通将Nine Energy Service评级从增持下调至中性,2020-03-10
595,摩根大通将Valaris评级从中性下调至减持,2020-03-10
596,摩根大通将哈里伯顿公司评级从增持下调至中性,2020-03-10
597,摩根大通将贝克休斯评级从中性上调至增持,2020-03-10
598,摩根大通将Dril-Quip评级从中性上调至增持,2020-03-10
599,瑞银将TCF Financial评级从中性上调至买进,2020-03-10
600,Stephens&Co.将Helmerich&Payne评级维持在增持,2020-03-10
601,Piper Sandler将American Equity评级从中性上调至增持,2020-03-10
602,Piper Sandler将林肯国民集团评级从增持下调至中性,2020-03-10
603,Kansas City Capital将MYR Group评级从一致上调至强于大盘,2020-03-10
604,DA Davidson将Unity Bancorp初始评级定为买进,2020-03-10
605,Stifel将目标价Hospitality评级从买进下调至持有,2020-03-10
606,瑞士信贷将Xylem评级从中性下调至弱于大盘,2020-03-10
607,摩根士丹利将Eversource Energy评级从中性下调至减持,2020-03-10
608,Stifel将联合包裹服务公司评级从持有上调至买进,2020-03-10
609,Stifel将Ryder System评级从持有上调至买进,2020-03-10
610,摩根士丹利将美国电力公司评级从中性上调至增持,2020-03-10
611,富国银行将Change Healthcare评级从中性上调至增持,2020-03-10
612,Stifel将U.S. Well Services评级从买进下调至持有,2020-03-10
613,Stifel将Tetra Technologies评级从买进下调至持有,2020-03-10
614,Stifel将FTS International评级从买进下调至持有,2020-03-10
615,美国富瑞金融集团将Welltower评级从持有下调至弱于大盘,2020-03-10
616,美国富瑞金融集团将Ventas评级从买进下调至弱于大盘,2020-03-10
617,Stifel将Independence Realty Trust评级从持有上调至买进,2020-03-10
618,Stifel将Boston Properties评级从持有上调至买进,2020-03-10
619,摩根大通将Cubic Corp评级从中性上调至增持,2020-03-10
620,摩根大通将Cree评级从减持上调至中性,2020-03-10
621,B. Riley将Xenia Hotels&Resorts评级从中性上调至买进,2020-03-10
622,Imperial Capital将Lamar Advertising评级从与大盘一致上调至强于大盘,2020-03-10
623,KeyBanc将Thor Industries评级维持在增持,2020-03-10
624,KeyBanc将Stitch Fix评级维持在增持,2020-03-10
625,KeyBanc将Lear评级维持在增持,2020-03-10
626,KeyBanc将德纳评级维持在增持,2020-03-10
627,野村证券将高通公司初始评级定为买进,2020-03-10
628,Guggenheim Securities将Ligand Pharmaceuticals初始评级定为中性,2020-03-10
629,CFRA将埃克森美孚评级从持有下调至卖出,2020-03-10
630,* 大和资本将安东油田服务的评级从买进下调至强于大盘 >3337.HK,2020-03-10
631,* 大和资本将杰瑞股份评级从买进下调至持有 >002353.SZ,2020-03-10
632,* 大和资本将中国国航评级从强于大盘上调至买进>0753.HK,2020-03-10
633,* 花旗集团将携程集团评级从买进下调至中性>TCOM,2020-03-10
634,* 大和资本将中国石油股份评级从买进下调至强于大盘>0857.HK,2020-03-10
635,CFRA将赛普拉斯半导体公司评级从持有上调至买进,2020-03-10
636,CFRA将波士顿科学公司评级从买进上调至强烈建议买进,2020-03-10
637,CFRA将斯伦贝谢公司评级从持有下调至卖出,2020-03-10
638,CFRA将康菲石油公司评级从强烈建议买进下调至买进,2020-03-10
639,CFRA将EOG Resources评级从强烈建议买进下调至买进,2020-03-10
640,CFRA将荷美尔食品公司评级从卖出上调至持有,2020-03-10
